Time,Temperature (°C),Humidity (%),Air Quality,Health Score,AQI Status
18:56:02,28.6,60.8,139,82,Clean
18:56:08,28.6,60.8,139,82,Clean
18:56:15,28.6,60.8,145,82,Clean
18:56:21,28.6,60.8,147,82,Clean
18:56:28,28.6,60.8,141,82,Clean
18:56:35,28.6,60.8,147,82,Clean
18:56:42,28.6,60.8,137,82,Clean
18:56:48,28.6,60.8,150,82,Clean
18:56:55,28.6,60.8,142,82,Clean
18:57:01,28.6,60.8,145,82,Clean
18:57:08,28.6,60.8,141,82,Clean
18:57:15,28.6,60.8,140,82,Clean
18:57:21,28.6,60.9,135,82,Clean
18:57:28,28.6,60.9,141,82,Clean
18:57:35,28.6,60.9,140,82,Clean
18:57:42,28.6,60.9,147,82,Clean
18:57:49,28.6,60.9,143,82,Clean
18:57:55,28.6,60.9,137,82,Clean
18:58:01,28.6,60.9,136,82,Clean
18:58:08,28.6,60.9,134,82,Clean
18:58:15,28.6,60.9,134,82,Clean
18:58:21,28.6,60.9,133,82,Clean
18:58:28,28.6,60.9,132,82,Clean
18:58:35,28.7,60.9,130,82,Clean
18:58:42,28.7,60.8,132,82,Clean
18:58:48,28.7,60.8,132,82,Clean
18:58:55,28.7,60.8,131,82,Clean
18:59:01,28.7,60.8,133,82,Clean
18:59:08,28.7,60.8,131,82,Clean
18:59:14,28.7,60.8,132,82,Clean
18:59:20,28.7,60.8,130,82,Clean
18:59:27,28.7,60.8,133,82,Clean
18:59:33,28.7,60.8,125,82,Clean
18:59:41,28.7,60.8,136,82,Clean
18:59:48,28.7,60.7,135,82,Clean
18:59:54,28.7,60.7,135,82,Clean
19:00:00,28.7,60.7,129,83,Clean
19:00:07,28.7,60.7,135,82,Clean
19:00:13,28.7,60.8,137,82,Clean
19:00:20,28.7,60.8,140,82,Clean
19:00:26,28.7,60.8,139,82,Clean
19:00:33,28.7,60.8,139,82,Clean
19:00:39,28.7,60.8,135,82,Clean
19:00:45,28.7,60.8,135,82,Clean
19:00:52,28.6,60.8,135,83,Clean
19:00:58,28.6,60.9,137,82,Clean
19:01:05,28.6,60.9,143,82,Clean
19:01:11,28.6,60.9,140,82,Clean
19:01:18,28.6,61.1,138,82,Clean
19:01:24,28.6,60.9,137,82,Clean
19:01:30,28.7,61,136,82,Clean
19:01:37,28.6,61.1,139,82,Clean
19:01:43,28.7,61.1,132,82,Clean
19:01:49,28.7,61.1,137,82,Clean
19:01:56,28.7,61.1,137,82,Clean
19:02:02,28.7,61.1,135,82,Clean
19:02:08,28.7,61.2,135,82,Clean
19:02:15,28.7,61.2,134,82,Clean
19:02:22,28.7,61.2,132,82,Clean
19:02:28,28.7,61.3,130,82,Clean
19:02:35,28.7,61.3,135,82,Clean
19:02:41,28.7,61.3,139,82,Clean
19:02:48,28.7,61.3,139,82,Clean
19:02:54,28.7,61.3,135,82,Clean
19:03:01,28.7,61.3,133,82,Clean
19:03:07,28.7,61.3,134,82,Clean
19:03:13,28.7,61.4,140,82,Clean
19:03:20,28.7,61.4,145,82,Clean
19:03:26,28.7,61.4,136,82,Clean
19:03:33,28.7,61.4,139,82,Clean
19:03:39,28.7,61.5,141,82,Clean
19:03:46,28.7,61.5,144,82,Clean
19:03:52,28.7,61.6,142,82,Clean
19:03:58,28.7,61.6,141,82,Clean
19:04:05,28.7,61.6,142,82,Clean
19:04:11,28.7,61.6,144,82,Clean
19:04:18,28.7,61.6,143,82,Clean
19:04:25,28.7,61.6,140,82,Clean
19:04:31,28.7,61.7,135,82,Clean
19:04:38,28.7,61.6,132,82,Clean
19:04:44,28.7,61.6,134,82,Clean
19:04:50,28.8,61.5,135,82,Clean
19:04:57,28.8,61.5,139,82,Clean
19:05:03,28.8,61.5,145,82,Clean
19:05:10,28.8,61.5,137,82,Clean
19:05:16,28.8,61.5,136,82,Clean
19:05:22,28.8,61.5,141,82,Clean
19:05:29,28.8,61.5,138,82,Clean
19:05:35,28.8,61.5,145,82,Clean
19:05:42,28.7,61.7,141,82,Clean
19:06:00,28.8,61.7,138,82,Clean
